I	1sg
me	1sg
my	1sg
mine	1sg
you	2
your	2
yours	2
it	inanim
its	inanim
that	inanim
this	inanim
those	plural
he	male
him	male
his	male
she	female
her	female
hers	female
we	1pl
us	1pl
\'s	1pl
our	1pl
ours	1pl
they	plural
them	plural
their	plural
theirs	plural
itself	inanim
yourself	2
myself	1sg
ourselves	1pl
yourselves	2
themselves	plural
herself	female
himself	male
