ⲟⲩⲁ	1
ⲟⲩⲉⲓ	1
ⲥⲛⲁⲩ	2
ⲥⲛⲧⲉ	2
ϣⲟⲙⲛⲧ	3
ϣⲟⲙⲧⲉ	3
ϥⲧⲟⲟⲩ	4
ϥⲧⲟ	4
ϥⲧⲟⲉ	4
ϯⲟⲩ	5
ϯⲉ	5
ⲥⲟⲟⲩ	6
ⲥⲟ	6
ⲥⲟⲉ	6
ⲥⲁϣϥ	7
ⲥⲁϣϥⲉ	7
ϣⲙⲟⲩⲛ	8
ϣⲙⲟⲩⲛⲉ	8
ⲯⲓⲥ	9
ⲯⲓⲧⲉ	9
ⲙⲏⲧ	10
ⲙⲏⲧⲉ	10
