ⲙ ⲙⲁⲧⲧⲁⲑⲁ	person	person/M
ⲙ ⲙⲁⲧⲧⲁⲑⲓⲁⲥ	person	person/M
ⲙ ⲙⲉⲛⲛⲁ	person	person/M
ⲙⲁⲑⲓⲁⲥ	person	person/M
ⲙⲁⲙⲙⲱⲛⲁⲥ	person	person/M
ⲙⲁⲛⲁⲥⲥⲏ	person	person/M
ⲙⲁⲣⲑⲁ	person	person/F
ⲙⲁⲣⲓϩⲁⲙ	person	person/F
ⲙⲁⲣⲓⲁ	person	person/F
ⲙⲁⲣⲕⲟⲥ	person	person/M
ⲙⲁⲧⲑⲁⲙ	person	person/M
