ⲁⲛⲟⲕ	1
ⲛⲧⲟⲕ	2M
ⲛⲧⲟ	2F
ⲛⲧⲟϥ	M
ⲛⲧⲟⲥ	F
ⲁⲛⲟⲛ	1PL
ⲛⲧⲱⲧⲛ	2PL
ⲛⲧⲟⲟⲩ	PL
ϥ	M
ϯ	1
ⲁ	1
ⲅ	2M
ⲉⲓ	1
ⲓ	1
ⲕ	2M
ⲛⲧⲉⲧⲛ	2PL
ⲛⲧⲕ	2M
ⲛ	1PL
ⲟⲩ	PL
ⲥⲉ	PL
ⲥ	F
ⲧⲉⲧⲛ	2PL
ⲧⲏⲧⲛ	2PL
ⲧⲛ	1PL
ⲧ	1
ⲩ	PL
ⲛⲉϥ	M
ⲡⲉϥ	M
ⲧⲉϥ	M
ⲛⲉⲩ	PL
ⲡⲁ	1
ⲧⲁ	1
ⲡⲉⲕ	2M
ⲡⲉⲩ	PL
ⲧⲉⲕ	2M
ⲧⲉⲩ	PL
ⲛⲉⲕ	2M
ⲧⲉⲥ	F
ⲛⲉⲧⲛ	2PL
ⲡⲉⲥ	F
ⲡⲉⲧⲛ	2PL
ⲛⲁ	1
ⲧⲉⲧⲛ	2PL
ⲛⲉⲥ	F
ⲧⲟⲩ	2F
ⲡⲉⲛ	1PL
ⲧⲉⲛ	1PL
ⲡⲱⲓ	1
ⲛⲟⲩⲓ	2F
ⲥⲟⲩ	PL
